t,range_km,closure_mps,aspect_deg,blue_alt,red_alt,blue_mach,red_mach,blue_Es,red_Es,blue_missile,red_missile
50.0,48.159,486.0,148.5,6599.0,10093.0,1.142,1.117,13151.3,15782.1,0,1
50.5,47.918,483.0,147.9,6484.5,10086.6,1.15,1.118,13144.3,15784.3,0,1
51.0,47.679,478.5,147.4,6370.6,10080.2,1.155,1.118,13119.5,15786.2,0,1
51.5,47.443,472.1,146.9,6258.2,10073.8,1.16,1.119,13080.4,15787.9,0,1
52.0,47.211,463.8,146.5,6148.5,10067.5,1.163,1.12,13030.1,15789.4,0,1
52.5,46.984,453.6,146.0,6042.0,10061.4,1.166,1.12,12971.0,15790.8,0,1
53.0,46.763,441.3,145.6,5939.5,10055.5,1.167,1.121,12904.9,15792.0,0,1
53.5,46.55,427.1,145.2,5841.5,10049.8,1.168,1.122,12833.4,15793.1,0,1
54.0,46.344,411.0,144.9,5748.4,10044.3,1.168,1.122,12758.1,15794.1,0,1
54.5,46.148,393.1,144.6,5660.6,10039.4,1.168,1.122,12680.2,15790.7,0,1
55.0,45.961,373.9,144.3,5578.3,10034.7,1.167,1.122,12601.1,15790.6,0,1
55.5,45.784,353.8,144.1,5501.8,10030.3,1.165,1.123,12522.0,15790.7,0,1
56.0,45.617,332.9,143.8,5431.0,10026.1,1.164,1.123,12444.0,15793.1,0,1
56.5,45.462,311.6,143.6,5366.0,10022.1,1.162,1.124,12368.1,15794.3,0,1
57.0,45.316,290.2,143.4,5306.6,10018.4,1.16,1.124,12295.0,15795.7,0,1
57.5,45.182,269.0,143.2,5252.7,10015.0,1.158,1.125,12225.2,15797.2,0,1
58.0,45.058,248.4,143.0,5204.0,10011.8,1.155,1.125,12159.4,15798.8,0,1
58.5,44.944,228.4,142.8,5160.2,10008.9,1.153,1.126,12097.7,15800.4,0,1
59.0,44.839,209.4,142.6,5121.1,10006.2,1.151,1.126,12040.2,15802.2,0,1
59.5,44.743,191.3,142.5,5086.4,10003.7,1.149,1.126,11986.8,15804.1,0,1
60.0,44.656,174.2,142.3,5055.8,10001.5,1.147,1.127,11937.3,15806.2,0,1
60.5,44.577,158.0,142.2,5029.0,9999.5,1.145,1.127,11891.5,15808.3,0,1
61.0,44.506,142.9,142.0,5005.7,9997.7,1.143,1.127,11849.3,15810.7,0,1
61.5,44.441,128.7,141.9,4985.6,9996.0,1.141,1.128,11810.8,15813.1,0,1
62.0,44.384,115.5,141.7,4968.5,9994.5,1.14,1.128,11776.0,15815.7,0,1
62.5,44.332,103.4,141.6,4954.1,9993.2,1.138,1.129,11745.3,15818.4,0,1
63.0,44.286,92.2,141.5,4942.0,9992.0,1.137,1.129,11718.6,15821.3,0,1
63.5,44.245,82.1,141.3,4931.9,9990.9,1.135,1.129,11695.8,15824.2,0,1
64.0,44.208,72.9,141.2,4923.6,9989.9,1.134,1.13,11676.9,15827.3,0,1
64.5,44.176,64.5,141.1,4916.7,9989.0,1.134,1.13,11661.4,15830.5,0,1
65.0,44.148,56.9,140.9,4911.0,9988.2,1.133,1.13,11648.9,15833.7,0,1
65.5,44.123,49.9,140.8,4906.3,9987.5,1.133,1.131,11639.0,15837.1,0,1
66.0,44.101,43.5,140.7,4902.3,9986.8,1.132,1.131,11631.5,15840.5,0,1
66.5,44.082,37.6,140.5,4899.0,9986.2,1.132,1.132,11626.0,15844.0,0,1
67.0,44.066,32.0,140.4,4896.1,9985.6,1.132,1.132,11622.0,15847.6,0,1
67.5,44.053,26.8,140.3,4893.6,9985.1,1.132,1.132,11619.4,15851.2,0,1
68.0,44.042,21.9,140.1,4891.4,9984.7,1.132,1.133,11617.8,15854.9,0,1
68.5,44.033,17.2,140.0,4889.4,9984.3,1.132,1.133,11617.0,15858.6,0,1
69.0,44.027,12.6,139.9,4887.4,9983.9,1.132,1.134,11616.8,15862.4,0,1
69.5,44.023,8.3,139.8,4885.6,9983.5,1.132,1.134,11617.1,15866.2,0,1
70.0,44.021,4.0,139.7,4883.9,9983.2,1.132,1.134,11617.8,15870.1,0,1
70.5,44.021,-0.0,139.5,4882.2,9982.9,1.132,1.135,11618.9,15874.0,0,1
71.0,44.023,-4.0,139.4,4880.4,9982.6,1.133,1.135,11620.2,15877.9,0,1
71.5,44.027,-7.9,139.3,4878.7,9982.3,1.133,1.136,11621.6,15881.9,0,1
72.0,44.032,-11.7,139.2,4876.9,9982.1,1.133,1.136,11623.0,15885.9,0,1
72.5,44.04,-15.5,139.1,4875.2,9981.9,1.133,1.136,11624.3,15890.0,0,1
73.0,44.05,-19.2,138.9,4873.4,9981.7,1.134,1.137,11625.4,15894.0,0,1
73.5,44.061,-22.9,138.8,4871.7,9981.5,1.134,1.137,11626.4,15898.1,0,1
74.0,44.075,-26.5,138.7,4869.9,9981.3,1.134,1.138,11627.1,15902.2,0,1
74.5,44.09,-30.1,138.6,4868.3,9981.1,1.134,1.138,11627.7,15906.4,0,1
75.0,44.106,-33.6,138.5,4866.7,9981.0,1.134,1.138,11627.9,15910.6,0,1
75.5,44.125,-37.1,138.4,4865.1,9980.8,1.134,1.139,11628.0,15914.8,0,1
76.0,44.145,-40.6,138.3,4863.7,9980.7,1.135,1.139,11627.9,15919.0,0,1
76.5,44.167,-43.9,138.1,4862.4,9980.5,1.135,1.14,11627.6,15923.3,0,1
77.0,44.191,-47.3,138.0,4861.2,9980.4,1.135,1.14,11627.3,15927.5,0,1
77.5,44.216,-50.5,137.9,4860.1,9980.3,1.135,1.141,11626.8,15931.9,0,1
78.0,44.243,-53.7,137.8,4859.2,9980.1,1.135,1.141,11626.3,15936.2,0,1
78.5,44.271,-56.8,137.7,4858.4,9980.0,1.135,1.141,11625.9,15940.6,0,1
79.0,44.301,-59.8,137.6,4857.7,9979.9,1.135,1.142,11625.4,15945.0,0,1
79.5,44.333,-62.8,137.5,4857.2,9979.8,1.135,1.142,11625.0,15949.4,0,1
80.0,44.365,-65.6,137.4,4856.7,9979.7,1.135,1.143,11624.8,15953.8,0,1
80.5,44.4,-68.4,137.2,4856.4,9979.6,1.135,1.143,11624.6,15958.3,0,1
81.0,44.435,-71.1,137.1,4856.2,9979.5,1.135,1.144,11624.6,15962.8,0,1
81.5,44.472,-73.7,137.0,4856.1,9979.4,1.135,1.144,11624.7,15967.3,0,1
82.0,44.51,-76.3,136.9,4856.0,9979.3,1.135,1.144,11624.9,15971.9,0,1
82.5,44.549,-78.7,136.8,4856.0,9979.2,1.135,1.145,11625.3,15976.5,0,1
83.0,44.59,-81.1,136.7,4856.1,9979.1,1.135,1.145,11625.9,15981.1,0,1
83.5,44.632,-83.4,136.6,4856.2,9979.0,1.135,1.146,11626.6,15985.7,0,1
84.0,44.675,-85.6,136.5,4856.4,9978.9,1.135,1.146,11627.5,15990.4,0,1
84.5,44.718,-87.8,136.3,4856.5,9978.8,1.135,1.147,11628.5,15995.1,0,1
85.0,44.763,-89.9,136.2,4856.7,9978.7,1.135,1.147,11629.6,15999.8,0,1
85.5,44.809,-91.9,136.1,4856.9,9978.7,1.135,1.148,11630.9,16004.5,0,1
86.0,44.856,-93.9,136.0,4857.0,9978.6,1.135,1.148,11632.2,16009.3,0,1
86.5,44.904,-95.8,135.9,4857.2,9978.5,1.135,1.148,11633.6,16014.1,0,1
87.0,44.953,-97.6,135.8,4857.3,9978.4,1.136,1.149,11635.0,16018.9,0,1
87.5,45.003,-99.4,135.7,4857.4,9978.4,1.136,1.149,11636.3,16023.7,0,1
88.0,45.053,-101.1,135.6,4857.5,9978.3,1.136,1.15,11637.7,16028.6,0,1
88.5,45.105,-102.8,135.4,4857.5,9978.2,1.136,1.15,11639.0,16033.5,0,1
89.0,45.157,-104.4,135.3,4857.5,9978.1,1.136,1.151,11640.3,16038.4,0,1
89.5,45.21,-106.0,135.2,4857.4,9978.1,1.136,1.151,11640.5,16043.3,0,1
90.0,45.264,-107.4,135.1,4857.2,9978.0,1.136,1.152,11639.3,16048.3,0,1
90.5,45.318,-108.5,135.0,4856.6,9978.0,1.136,1.152,11637.7,16053.2,0,1
91.0,45.373,-109.5,134.9,4855.4,9977.9,1.136,1.153,11635.8,16058.2,0,1
91.5,45.428,-110.5,134.8,4853.7,9977.8,1.136,1.153,11634.0,16063.2,0,1
92.0,45.484,-111.5,134.7,4851.4,9977.8,1.136,1.154,11632.4,16068.2,0,1
92.5,45.54,-112.4,134.6,4848.6,9977.7,1.136,1.154,11630.9,16073.3,0,1
93.0,45.596,-113.4,134.5,4845.2,9977.7,1.136,1.155,11629.5,16078.3,0,1
93.5,45.654,-114.3,134.4,4841.5,9977.6,1.136,1.155,11628.2,16083.4,0,1
94.0,45.711,-115.2,134.3,4837.3,9977.6,1.136,1.156,11627.1,16088.5,0,1
94.5,45.769,-116.2,134.2,4832.8,9977.6,1.137,1.156,11626.0,16093.6,0,1
95.0,45.828,-117.1,134.1,4828.0,9977.5,1.137,1.157,11624.8,16098.7,0,1
95.5,45.887,-118.0,134.0,4823.0,9977.5,1.137,1.157,11623.5,16103.9,0,1
96.0,45.946,-118.9,133.9,4817.8,9977.5,1.137,1.158,11622.1,16109.0,0,1
96.5,46.006,-119.7,133.8,4812.5,9977.5,1.137,1.158,11620.6,16114.2,0,1
97.0,46.066,-120.5,133.7,4807.1,9977.5,1.138,1.159,11619.1,16119.3,0,1
97.5,46.127,-121.3,133.6,4801.6,9977.4,1.138,1.159,11617.4,16124.5,0,1
98.0,46.188,-122.1,133.5,4796.2,9977.4,1.138,1.16,11615.6,16129.7,0,1
98.5,46.249,-122.9,133.4,4790.7,9977.4,1.138,1.16,11613.7,16135.0,0,1
99.0,46.311,-123.6,133.3,4785.3,9977.4,1.139,1.161,11611.6,16140.2,0,1
99.5,46.373,-124.2,133.2,4780.0,9977.4,1.139,1.161,11609.3,16145.4,0,1
100.0,46.436,-124.9,133.1,4774.8,9977.4,1.139,1.162,11607.0,16150.7,0,1
100.5,46.499,-125.5,133.1,4769.7,9977.4,1.139,1.162,11604.5,16155.9,0,1
101.0,46.562,-126.1,133.0,4764.7,9977.4,1.139,1.162,11601.8,16161.2,0,1
101.5,46.625,-126.6,132.9,4759.9,9977.4,1.139,1.163,11599.1,16166.5,0,1
102.0,46.689,-127.2,132.8,4755.2,9977.5,1.139,1.163,11596.2,16171.8,0,1
102.5,46.752,-127.7,132.7,4750.7,9977.5,1.139,1.164,11593.2,16177.1,0,1
103.0,46.816,-128.1,132.6,4746.4,9977.5,1.139,1.164,11590.0,16182.4,0,1
103.5,46.881,-128.6,132.6,4742.2,9977.5,1.14,1.165,11586.7,16187.7,0,1
104.0,46.945,-129.0,132.5,4738.2,9977.5,1.139,1.165,11583.3,16193.0,0,1
104.5,47.01,-129.4,132.4,4734.3,9977.6,1.139,1.166,11579.8,16198.4,0,1
105.0,47.075,-129.7,132.3,4730.6,9977.6,1.139,1.166,11576.1,16203.7,0,1
105.5,47.14,-130.1,132.2,4727.1,9977.6,1.139,1.167,11572.3,16209.1,0,1
106.0,47.205,-130.4,132.2,4723.8,9977.7,1.139,1.167,11568.4,16214.4,0,1
106.5,47.27,-130.7,132.1,4720.6,9977.7,1.139,1.168,11564.4,16219.7,0,1
107.0,47.336,-131.0,132.0,4717.5,9977.8,1.139,1.168,11560.2,16225.1,0,1
107.5,47.401,-131.2,131.9,4714.6,9977.8,1.139,1.169,11556.0,16230.5,0,1
108.0,47.467,-131.5,131.9,4711.9,9977.8,1.139,1.169,11551.7,16235.8,0,1
108.5,47.533,-131.7,131.8,4709.3,9977.9,1.138,1.17,11547.3,16241.2,0,1
109.0,47.599,-131.9,131.7,4706.9,9977.9,1.138,1.17,11542.8,16246.6,0,1
109.5,47.665,-132.1,131.7,4704.5,9978.0,1.138,1.171,11538.3,16252.0,0,1
110.0,47.731,-132.3,131.6,4702.3,9978.1,1.138,1.171,11533.7,16257.3,0,1
110.5,47.797,-132.4,131.5,4700.3,9978.1,1.138,1.172,11529.1,16262.7,0,1
111.0,47.864,-132.6,131.4,4698.3,9978.2,1.137,1.172,11524.4,16268.1,0,1
111.5,47.93,-132.7,131.4,4696.4,9978.2,1.137,1.173,11519.7,16273.5,0,1
112.0,47.996,-132.8,131.3,4694.7,9978.3,1.137,1.173,11514.9,16278.9,0,1
112.5,48.063,-133.0,131.3,4693.0,9978.4,1.137,1.174,11510.0,16284.3,0,1
113.0,48.129,-133.1,131.2,4691.5,9978.4,1.136,1.174,11505.1,16289.7,0,1
113.5,48.196,-133.1,131.1,4690.0,9978.5,1.136,1.175,11500.2,16295.1,0,1
114.0,48.263,-133.2,131.1,4688.6,9978.6,1.136,1.175,11495.3,16300.4,0,1
114.5,48.329,-133.3,131.0,4687.3,9978.6,1.135,1.176,11490.3,16305.8,0,1
115.0,48.396,-133.4,130.9,4686.1,9978.7,1.135,1.176,11485.4,16311.2,0,1
115.5,48.463,-133.4,130.9,4685.0,9978.8,1.135,1.177,11480.4,16316.6,0,1
116.0,48.529,-133.4,130.8,4684.0,9978.9,1.134,1.177,11475.4,16322.0,0,1
116.5,48.596,-133.5,130.8,4683.0,9978.9,1.134,1.178,11470.4,16327.4,0,1
117.0,48.663,-133.5,130.7,4682.1,9979.0,1.134,1.178,11465.4,16332.8,0,1
117.5,48.73,-133.5,130.7,4681.3,9979.1,1.133,1.179,11460.4,16338.2,0,1
118.0,48.796,-133.5,130.6,4680.6,9979.2,1.133,1.179,11455.4,16343.6,0,1
118.5,48.863,-133.5,130.6,4680.0,9979.3,1.132,1.18,11450.4,16348.9,0,1
119.0,48.93,-133.5,130.5,4679.5,9979.3,1.132,1.18,11445.5,16354.3,0,1
119.5,48.997,-133.5,130.5,4679.0,9979.4,1.132,1.181,11440.5,16359.7,0,1
120.0,49.063,-133.5,130.4,4678.6,9979.5,1.131,1.181,11435.6,16365.1,0,1
120.5,49.13,-133.5,130.4,4678.2,9979.6,1.131,1.182,11430.6,16370.5,0,1
121.0,49.197,-133.5,130.3,4678.0,9979.7,1.131,1.182,11425.7,16375.8,0,1
121.5,49.264,-133.4,130.3,4677.8,9979.8,1.13,1.183,11420.9,16381.2,0,1
122.0,49.33,-133.4,130.2,4677.6,9979.9,1.13,1.183,11416.0,16386.6,0,1
122.5,49.397,-133.3,130.2,4677.5,9979.9,1.129,1.184,11411.1,16391.9,0,1
123.0,49.464,-133.3,130.1,4677.5,9980.0,1.129,1.184,11406.3,16397.3,0,1
123.5,49.53,-133.2,130.1,4677.6,9980.1,1.129,1.185,11401.5,16402.7,0,1
124.0,49.597,-133.2,130.0,4677.7,9980.2,1.128,1.185,11396.7,16408.0,0,1
124.5,49.663,-133.1,130.0,4677.8,9980.3,1.128,1.186,11391.9,16413.3,0,1
125.0,49.73,-133.0,129.9,4678.0,9980.4,1.127,1.186,11387.1,16418.7,0,1
125.5,49.796,-133.0,129.9,4678.2,9980.5,1.127,1.187,11382.3,16424.0,0,1
126.0,49.863,-132.9,129.9,4678.5,9980.6,1.126,1.187,11377.6,16429.4,0,1
126.5,49.929,-132.8,129.8,4678.9,9980.7,1.126,1.188,11372.9,16434.7,0,1
127.0,49.996,-132.7,129.8,4679.2,9980.8,1.126,1.188,11368.1,16440.0,0,1
127.5,50.062,-132.6,129.7,4679.6,9980.9,1.125,1.189,11363.4,16445.3,0,1
128.0,50.128,-132.5,129.7,4680.1,9981.0,1.125,1.189,11358.7,16450.6,0,1
128.5,50.194,-132.4,129.7,4680.5,9981.1,1.124,1.19,11354.0,16455.9,0,1
129.0,50.261,-132.4,129.6,4681.0,9981.2,1.124,1.19,11349.4,16461.2,0,1
129.5,50.327,-132.3,129.6,4681.5,9981.2,1.123,1.191,11344.7,16466.5,0,1
130.0,50.393,-132.2,129.5,4682.0,9981.3,1.123,1.191,11340.1,16471.8,0,1
130.5,50.459,-132.1,129.5,4682.6,9981.4,1.123,1.192,11335.5,16477.1,0,1
131.0,50.525,-132.0,129.5,4683.1,9981.5,1.122,1.192,11330.9,16482.4,0,1
131.5,50.591,-131.9,129.4,4683.6,9981.6,1.122,1.192,11330.1,16487.7,0,1
132.0,50.657,-131.9,129.4,4684.0,9981.7,1.122,1.193,11325.4,16492.9,0,1
132.5,50.723,-131.8,129.4,4684.3,9981.8,1.121,1.193,11319.3,16498.2,0,1
133.0,50.788,-131.7,129.3,4684.7,9981.9,1.121,1.194,11316.0,16503.4,0,1
133.5,50.854,-131.6,129.3,4685.0,9982.0,1.12,1.194,11311.6,16508.7,0,1
134.0,50.92,-131.5,129.3,4685.4,9982.1,1.12,1.195,11306.9,16513.9,0,1
134.5,50.986,-131.4,129.2,4685.8,9982.2,1.12,1.195,11302.6,16519.1,0,1
135.0,51.051,-131.3,129.2,4686.2,9982.3,1.119,1.196,11298.9,16524.4,0,1
135.5,51.117,-131.2,129.2,4686.6,9982.4,1.119,1.196,11295.1,16529.6,0,1
136.0,51.182,-131.1,129.2,4687.0,9982.5,1.119,1.197,11291.5,16534.8,0,1
136.5,51.248,-131.0,129.1,4687.4,9982.6,1.118,1.197,11287.8,16540.0,0,1
137.0,51.313,-130.9,129.1,4687.8,9982.7,1.118,1.198,11284.3,16545.2,0,1
137.5,51.379,-130.8,129.1,4688.2,9982.8,1.118,1.198,11280.7,16550.4,0,1
138.0,51.444,-130.7,129.1,4688.5,9982.9,1.117,1.199,11277.2,16555.5,0,1
138.5,51.509,-130.6,129.0,4688.9,9983.0,1.117,1.199,11273.7,16560.7,0,1
139.0,51.575,-130.5,129.0,4689.3,9983.1,1.117,1.2,11270.3,16565.9,0,1
139.5,51.64,-130.4,129.0,4689.6,9983.2,1.116,1.2,11266.9,16571.0,0,1
140.0,51.705,-130.3,129.0,4689.9,9983.3,1.116,1.2,11263.6,16576.2,0,1
140.5,51.77,-130.2,128.9,4690.3,9983.4,1.116,1.201,11260.2,16581.3,0,1
141.0,51.835,-130.1,128.9,4690.6,9983.5,1.115,1.201,11256.9,16586.5,0,1
141.5,51.9,-130.0,128.9,4690.9,9983.6,1.115,1.202,11253.6,16591.6,0,1
142.0,51.965,-129.9,128.9,4691.1,9983.7,1.115,1.202,11250.4,16596.8,0,1
142.5,52.03,-129.8,128.8,4691.4,9983.8,1.114,1.203,11247.1,16601.9,0,1
