t,range_km,closure_mps,aspect_deg,blue_alt,red_alt,blue_mach,red_mach,blue_Es,red_Es,blue_missile,red_missile
17.0,78.237,404.3,176.8,8962.0,9653.6,0.604,0.914,10682.3,13509.1,0,0
17.5,78.034,405.9,176.8,9011.1,9679.8,0.6,0.914,10706.0,13535.2,0,0
18.0,77.83,407.5,176.7,9058.1,9703.7,0.596,0.915,10729.4,13561.8,0,0
18.5,77.626,409.1,176.7,9103.2,9725.6,0.593,0.916,10752.7,13588.8,0,0
19.0,77.42,410.7,176.7,9146.3,9745.5,0.59,0.917,10775.9,13616.1,0,0
19.5,77.214,412.3,176.7,9187.4,9763.7,0.587,0.918,10799.0,13643.7,0,0
20.0,77.007,413.9,176.7,9226.6,9780.3,0.584,0.92,10822.0,13671.6,0,0
20.5,76.8,415.4,176.8,9263.8,9795.3,0.582,0.921,10845.0,13699.6,0,0
21.0,76.591,417.0,176.8,9299.1,9809.0,0.58,0.923,10867.9,13727.6,0,0
21.5,76.382,418.6,176.8,9332.5,9821.5,0.578,0.925,10890.9,13755.3,0,0
22.0,76.172,420.2,176.8,9364.2,9832.8,0.577,0.927,10913.9,13782.3,0,0
22.5,75.961,421.8,176.9,9394.2,9843.1,0.576,0.929,10936.8,13808.7,0,0
23.0,75.749,423.4,176.9,9422.4,9852.4,0.575,0.931,10959.6,13834.6,0,0
23.5,75.537,424.9,177.0,9449.1,9860.8,0.574,0.933,10982.1,13859.9,0,0
24.0,75.323,426.5,177.0,9474.2,9868.4,0.574,0.935,11003.3,13884.6,0,0
24.5,75.109,428.0,177.1,9497.8,9875.4,0.574,0.937,11025.6,13908.9,0,0
25.0,74.895,429.5,177.1,9520.0,9881.6,0.574,0.94,11047.8,13932.7,0,0
25.5,74.679,431.1,177.2,9540.8,9887.3,0.574,0.942,11069.6,13955.9,0,0
26.0,74.463,432.6,177.2,9560.3,9892.4,0.575,0.944,11091.1,13978.8,0,0
26.5,74.246,434.1,177.3,9578.5,9897.0,0.576,0.946,11112.6,14001.2,0,0
27.0,74.028,435.7,177.3,9595.5,9901.2,0.577,0.948,11134.0,14023.2,0,0
27.5,73.809,437.2,177.4,9611.3,9905.1,0.578,0.95,11155.3,14044.8,0,0
28.0,73.59,438.7,177.4,9626.1,9908.5,0.579,0.952,11176.4,14066.0,0,0
28.5,73.37,440.2,177.5,9639.8,9911.6,0.581,0.954,11197.4,14086.9,0,0
29.0,73.149,441.7,177.5,9652.5,9914.5,0.582,0.956,11218.2,14107.4,0,0
29.5,72.927,443.2,177.5,9664.3,9917.1,0.584,0.958,11239.1,14127.6,0,0
30.0,72.705,444.8,177.6,9675.3,9919.4,0.586,0.96,11259.8,14147.5,0,0
30.5,72.482,446.2,177.6,9685.5,9921.6,0.588,0.962,11280.4,14167.0,0,0
31.0,72.258,447.7,177.7,9694.9,9923.6,0.59,0.964,11301.0,14186.3,0,0
31.5,72.033,449.2,177.7,9703.6,9925.4,0.592,0.966,11321.5,14205.3,0,0
32.0,71.808,450.7,177.8,9711.6,9927.0,0.595,0.968,11341.9,14224.0,0,0
32.5,71.582,452.2,177.8,9719.1,9928.5,0.597,0.97,11362.3,14242.4,0,0
33.0,71.355,453.6,177.8,9725.9,9929.9,0.6,0.972,11382.6,14260.6,0,0
33.5,71.127,455.1,177.9,9732.3,9931.2,0.602,0.974,11402.9,14278.5,0,0
34.0,70.899,456.5,177.9,9738.2,9932.4,0.605,0.976,11423.1,14296.2,0,0
34.5,70.67,458.0,177.9,9743.7,9933.5,0.607,0.978,11443.5,14313.6,0,0
35.0,70.44,459.4,178.0,9748.8,9934.6,0.61,0.98,11463.8,14330.9,0,0
35.5,70.21,460.8,178.0,9753.6,9935.5,0.613,0.981,11484.1,14347.9,0,0
36.0,69.979,462.2,178.0,9758.0,9936.5,0.616,0.983,11504.5,14364.6,0,0
36.5,69.747,463.6,178.1,9762.2,9937.3,0.619,0.985,11525.0,14381.2,0,0
37.0,69.515,465.0,178.1,9766.1,9938.1,0.622,0.987,11545.4,14397.5,0,0
37.5,69.281,466.4,178.1,9769.8,9938.9,0.625,0.988,11566.0,14413.7,0,0
38.0,69.048,467.8,178.1,9773.3,9939.6,0.628,0.99,11586.6,14429.6,0,0
38.5,68.813,469.1,178.2,9776.6,9940.3,0.631,0.992,11607.3,14445.4,0,0
39.0,68.578,470.5,178.2,9779.8,9940.9,0.634,0.993,11628.0,14460.9,0,0
39.5,68.342,471.8,178.2,9782.9,9941.5,0.637,0.995,11648.9,14476.3,0,0
40.0,68.105,473.1,178.2,9785.8,9942.1,0.64,0.997,11669.8,14491.4,0,0
40.5,67.868,474.4,178.3,9788.7,9942.7,0.643,0.998,11690.8,14506.4,0,0
41.0,67.63,475.7,178.3,9791.5,9943.2,0.646,1.0,11711.9,14521.2,0,0
41.5,67.392,477.0,178.3,9794.2,9943.7,0.649,1.001,11733.1,14535.9,0,0
42.0,67.153,478.2,178.3,9796.9,9944.2,0.652,1.003,11754.5,14550.4,0,0
42.5,66.913,479.5,178.3,9799.5,9944.7,0.656,1.004,11775.9,14564.9,0,0
43.0,66.673,480.8,178.3,9802.1,9945.2,0.659,1.006,11797.4,14579.2,0,0
43.5,66.432,482.0,178.3,9804.6,9945.7,0.662,1.007,11819.1,14593.4,0,0
44.0,66.19,483.2,178.4,9807.2,9946.1,0.665,1.009,11840.8,14607.5,0,0
44.5,65.948,484.4,178.4,9809.7,9946.5,0.668,1.01,11862.7,14621.6,0,0
45.0,65.705,485.7,178.4,9812.2,9947.0,0.671,1.012,11884.7,14635.5,0,0
45.5,65.461,486.9,178.4,9814.7,9947.4,0.675,1.013,11906.9,14649.3,0,0
46.0,65.217,488.1,178.4,9817.2,9947.8,0.678,1.015,11929.1,14663.1,0,0
46.5,64.973,489.3,178.4,9819.6,9948.2,0.681,1.016,11951.5,14676.7,0,0
47.0,64.728,490.5,178.4,9822.1,9948.6,0.684,1.018,11974.0,14690.2,0,0
47.5,64.482,491.6,178.4,9824.6,9949.0,0.687,1.019,11996.6,14703.6,0,0
48.0,64.235,492.8,178.4,9827.0,9949.3,0.691,1.02,12019.4,14717.0,0,0
48.5,63.988,494.0,178.4,9829.5,9949.7,0.694,1.022,12042.2,14730.2,0,0
49.0,63.741,495.2,178.4,9831.9,9950.1,0.697,1.023,12065.2,14743.3,0,0
49.5,63.493,496.3,178.4,9834.4,9950.4,0.7,1.024,12088.6,14756.4,0,0
50.0,63.244,497.5,178.4,9836.8,9950.8,0.704,1.026,12111.8,14769.3,0,0
50.5,62.994,498.6,178.4,9839.2,9951.1,0.707,1.027,12135.2,14782.2,0,0
51.0,62.745,499.8,178.4,9841.6,9951.5,0.71,1.028,12158.7,14794.9,0,0
51.5,62.494,500.9,178.4,9844.0,9951.8,0.713,1.03,12182.3,14807.6,0,0
52.0,62.243,502.1,178.4,9846.5,9952.1,0.717,1.031,12206.0,14820.1,0,0
52.5,61.992,503.2,178.4,9848.9,9952.5,0.72,1.032,12229.8,14832.6,0,0
53.0,61.739,504.3,178.4,9851.3,9952.8,0.723,1.034,12253.7,14844.9,0,0
53.5,61.487,505.4,178.4,9853.7,9953.1,0.727,1.035,12277.8,14857.2,0,0
54.0,61.233,506.6,178.4,9856.2,9953.4,0.73,1.036,12301.9,14869.4,0,0
54.5,60.98,507.7,178.4,9858.6,9953.7,0.733,1.037,12326.2,14881.4,0,0
55.0,60.725,508.8,178.4,9861.0,9954.0,0.736,1.039,12350.6,14893.4,0,0
55.5,60.47,509.9,178.4,9863.4,9954.3,0.74,1.04,12375.1,14905.3,0,0
56.0,60.215,511.0,178.4,9865.8,9954.6,0.743,1.041,12399.7,14917.1,0,0
56.5,59.959,512.1,178.4,9868.3,9954.9,0.746,1.042,12424.4,14928.8,0,0
57.0,59.702,513.2,178.4,9870.7,9955.2,0.75,1.043,12449.3,14940.4,0,1
57.5,59.445,514.8,178.2,9872.0,9955.1,0.755,1.045,12485.5,14959.4,0,1
58.0,59.186,516.4,177.8,9870.3,9955.0,0.758,1.047,12506.7,14969.8,0,1
58.5,58.927,518.0,177.0,9862.8,9955.3,0.758,1.047,12502.9,14974.8,0,1
59.0,58.668,519.5,175.7,9848.0,9956.4,0.758,1.047,12485.5,14974.5,0,1
59.5,58.408,520.0,174.0,9825.7,9958.5,0.758,1.046,12464.6,14969.8,0,1
60.0,58.148,519.5,172.2,9796.5,9961.7,0.758,1.045,12441.0,14961.7,0,1
60.5,57.889,517.8,170.4,9760.9,9966.0,0.759,1.044,12414.4,14951.5,0,1
61.0,57.632,514.9,168.6,9719.2,9971.6,0.76,1.042,12384.5,14940.4,0,1
61.5,57.376,511.0,166.9,9671.8,9978.1,0.762,1.04,12351.5,14929.7,0,1
62.0,57.123,506.2,165.3,9619.3,9985.6,0.764,1.039,12315.3,14920.1,0,1
62.5,56.873,500.6,163.9,9561.8,9993.8,0.766,1.037,12276.0,14912.3,0,1
63.0,56.626,494.3,162.5,9499.7,10002.5,0.768,1.036,12237.8,14906.3,0,1
63.5,56.381,488.7,161.3,9433.7,10011.5,0.775,1.034,12226.6,14902.2,0,1
64.0,56.139,485.1,160.1,9364.5,10020.7,0.785,1.033,12237.6,14899.9,0,1
64.5,55.897,482.7,159.0,9292.7,10030.0,0.796,1.032,12253.0,14899.1,0,1
65.0,55.657,480.9,157.9,9218.6,10039.1,0.808,1.032,12271.1,14899.6,0,1
65.5,55.417,479.6,156.9,9142.5,10048.0,0.82,1.031,12291.6,14901.1,0,1
66.0,55.178,478.6,156.2,9064.6,10056.6,0.832,1.031,12313.4,14906.2,0,1
66.5,54.939,478.2,155.7,8985.0,10064.6,0.844,1.031,12335.6,14913.9,0,1
67.0,54.7,478.2,155.3,8903.8,10071.9,0.855,1.031,12356.8,14923.5,0,1
67.5,54.46,478.4,154.8,8821.0,10078.2,0.867,1.032,12377.3,14934.6,0,1
68.0,54.221,478.7,154.3,8736.9,10083.6,0.879,1.033,12397.0,14946.7,0,1
68.5,53.981,479.1,153.8,8651.3,10087.9,0.89,1.033,12416.0,14959.3,0,1
69.0,53.742,479.4,153.3,8564.4,10091.1,0.901,1.034,12434.3,14971.9,0,1
69.5,53.502,479.5,152.8,8476.2,10093.3,0.912,1.036,12452.0,14984.4,0,1
70.0,53.262,479.5,152.2,8386.8,10094.4,0.923,1.037,12469.1,14997.0,0,1
70.5,53.023,479.4,151.7,8296.1,10094.5,0.934,1.038,12485.6,15009.6,0,1
71.0,52.783,479.0,151.1,8204.2,10093.7,0.945,1.04,12501.5,15021.7,0,1
71.5,52.544,478.4,150.4,8111.2,10092.1,0.956,1.041,12516.7,15033.5,0,1
72.0,52.305,477.6,149.8,8016.9,10089.6,0.966,1.042,12531.1,15044.8,0,1
72.5,52.067,476.5,149.1,7921.6,10086.4,0.976,1.044,12544.8,15055.6,0,1
73.0,51.829,475.2,148.5,7825.1,10082.7,0.987,1.045,12557.6,15065.9,0,1
73.5,51.592,473.7,147.8,7727.5,10078.4,0.997,1.047,12569.6,15075.7,0,1
74.0,51.356,471.9,147.2,7628.9,10073.7,1.007,1.048,12580.7,15085.0,0,1
74.5,51.121,469.9,146.5,7529.2,10068.7,1.016,1.049,12591.0,15093.9,0,1
75.0,50.888,467.7,145.9,7428.5,10063.4,1.026,1.051,12600.3,15102.4,0,1
75.5,50.655,465.3,145.2,7326.8,10058.0,1.035,1.052,12608.8,15110.6,0,1
76.0,50.424,462.5,144.8,7224.1,10052.8,1.045,1.052,12616.3,15109.2,0,1
76.5,50.194,459.8,144.2,7120.4,10047.5,1.054,1.054,12622.8,15119.7,0,1
77.0,49.965,457.0,143.6,7015.7,10042.4,1.063,1.055,12628.1,15122.0,0,1
77.5,49.738,454.2,143.1,6910.1,10037.3,1.072,1.056,12631.5,15132.0,0,1
78.0,49.513,451.3,142.6,6803.6,10032.1,1.08,1.057,12632.7,15139.9,0,1
78.5,49.288,448.3,142.1,6696.1,10027.0,1.088,1.059,12631.5,15147.9,0,1
79.0,49.066,445.0,141.6,6587.7,10022.1,1.096,1.06,12627.9,15155.5,0,1
79.5,48.845,441.5,141.1,6478.5,10017.3,1.104,1.061,12620.3,15162.9,0,1
80.0,48.627,436.8,140.6,6369.3,10012.8,1.11,1.062,12599.7,15170.2,0,1
80.5,48.412,430.3,140.2,6261.2,10008.5,1.115,1.063,12566.3,15177.4,0,1
81.0,48.201,421.9,139.7,6155.0,10004.5,1.119,1.064,12522.7,15184.6,0,1
81.5,47.995,411.5,139.3,6051.5,10000.7,1.122,1.065,12471.0,15191.8,0,1
82.0,47.795,399.2,138.9,5951.2,9997.2,1.124,1.067,12413.1,15199.2,0,1
82.5,47.603,384.8,138.4,5854.6,9993.9,1.126,1.068,12350.3,15206.6,0,1
83.0,47.419,368.7,138.0,5762.1,9990.9,1.127,1.069,12283.8,15214.2,0,1
83.5,47.243,350.8,137.6,5674.0,9988.1,1.127,1.07,12214.8,15221.8,0,1
84.0,47.077,331.4,137.2,5590.6,9985.5,1.127,1.071,12144.1,15229.5,0,1
84.5,46.922,310.9,136.8,5512.1,9983.2,1.127,1.072,12072.5,15237.2,0,1
85.0,46.777,289.3,136.4,5438.5,9981.0,1.126,1.073,12000.7,15245.1,0,1
85.5,46.644,267.1,136.0,5370.0,9979.1,1.124,1.074,11929.4,15253.0,0,1
86.0,46.522,244.5,135.6,5306.4,9977.3,1.123,1.075,11859.1,15261.0,0,1
86.5,46.411,221.8,135.2,5247.8,9975.7,1.121,1.076,11790.6,15269.0,0,1
87.0,46.311,199.5,134.8,5194.1,9974.2,1.119,1.076,11724.3,15277.1,0,1
87.5,46.222,177.6,134.4,5144.9,9972.9,1.117,1.077,11660.8,15285.2,0,1
88.0,46.144,156.4,134.1,5100.3,9971.7,1.115,1.078,11600.1,15293.3,0,1
88.5,46.076,136.1,133.7,5059.8,9970.7,1.113,1.079,11542.5,15301.4,0,1
89.0,46.017,116.8,133.4,5023.3,9969.7,1.111,1.08,11487.9,15309.5,0,1
89.5,45.968,98.5,133.1,4990.5,9968.9,1.109,1.081,11436.1,15317.6,0,1
90.0,45.928,81.1,132.8,4961.2,9968.1,1.107,1.082,11386.9,15325.8,0,1
90.5,45.895,64.7,132.5,4935.3,9967.5,1.105,1.083,11339.8,15333.9,0,1
91.0,45.871,49.1,132.2,4912.5,9966.9,1.103,1.084,11294.1,15342.0,0,1
91.5,45.854,34.2,132.0,4892.8,9966.4,1.1,1.085,11249.6,15350.1,0,1
92.0,45.844,20.2,131.7,4876.0,9966.0,1.098,1.085,11206.4,15358.1,0,1
92.5,45.84,6.8,131.5,4862.1,9965.7,1.095,1.086,11165.2,15366.1,0,1
93.0,45.843,-5.6,131.2,4850.9,9965.4,1.093,1.087,11126.4,15374.1,0,1
93.5,45.852,-17.1,131.0,4842.3,9965.2,1.09,1.088,11090.8,15382.0,0,1
94.0,45.865,-27.5,130.8,4835.9,9965.0,1.088,1.089,11058.9,15389.9,0,1
94.5,45.884,-36.9,130.6,4831.6,9964.8,1.086,1.089,11031.0,15397.7,0,1
95.0,45.906,-45.4,130.4,4828.9,9964.7,1.084,1.09,11007.1,15405.5,0,1
95.5,45.933,-52.9,130.3,4827.6,9964.7,1.082,1.091,10988.4,15413.3,0,1
96.0,45.963,-59.3,130.1,4827.3,9964.6,1.081,1.092,10975.5,15421.0,0,1
96.5,45.995,-64.7,130.0,4827.5,9964.6,1.08,1.093,10965.9,15428.6,0,1
97.0,46.029,-69.1,129.8,4827.9,9964.7,1.079,1.093,10955.5,15436.2,0,1
97.5,46.066,-72.7,129.7,4828.0,9964.7,1.078,1.094,10944.9,15443.7,0,1
98.0,46.104,-75.8,129.6,4827.7,9964.8,1.077,1.095,10933.3,15451.1,0,1
98.5,46.143,-78.5,129.5,4826.8,9964.9,1.076,1.096,10921.3,15458.5,0,1
99.0,46.184,-81.1,129.3,4825.3,9965.0,1.075,1.096,10909.3,15465.9,0,1
99.5,46.225,-83.5,129.2,4823.2,9965.1,1.075,1.097,10897.4,15473.2,0,1
100.0,46.268,-85.8,129.1,4820.4,9965.2,1.074,1.098,10886.0,15480.4,0,1
100.5,46.312,-88.0,129.0,4817.1,9965.4,1.073,1.098,10875.1,15487.5,0,1
101.0,46.357,-90.2,128.9,4813.3,9965.6,1.072,1.099,10865.1,15494.5,0,1
101.5,46.403,-92.4,128.8,4809.0,9965.7,1.072,1.1,10855.8,15501.5,0,1
102.0,46.451,-94.5,128.8,4804.3,9965.9,1.072,1.1,10847.4,15508.5,0,1
102.5,46.499,-96.6,128.7,4799.3,9966.1,1.071,1.101,10839.7,15515.4,0,1
103.0,46.548,-98.6,128.6,4794.2,9966.3,1.071,1.102,10832.7,15522.3,0,1
103.5,46.599,-100.6,128.5,4788.9,9966.5,1.071,1.102,10826.4,15529.2,0,1
104.0,46.65,-102.6,128.5,4783.5,9966.7,1.071,1.103,10820.8,15536.1,0,1
104.5,46.702,-104.4,128.4,4778.2,9966.8,1.071,1.104,10815.7,15543.0,0,1
105.0,46.755,-106.2,128.4,4773.0,9967.0,1.071,1.104,10811.1,15549.9,0,1
105.5,46.809,-107.9,128.3,4767.8,9967.3,1.071,1.105,10806.9,15556.8,0,1
106.0,46.864,-109.6,128.3,4762.8,9967.5,1.071,1.106,10803.1,15563.7,0,1
106.5,46.92,-111.1,128.2,4758.0,9967.7,1.071,1.106,10799.5,15570.6,0,1
107.0,46.976,-112.6,128.2,4753.4,9967.9,1.071,1.107,10796.3,15577.5,0,1
107.5,47.033,-113.9,128.1,4749.0,9968.1,1.071,1.108,10793.3,15584.3,0,1
108.0,47.09,-115.0,128.1,4745.1,9968.3,1.07,1.108,10775.5,15591.2,0,1
108.5,47.148,-115.8,128.1,4741.3,9968.5,1.069,1.109,10769.9,15598.0,0,1
109.0,47.207,-116.8,128.0,4737.5,9968.7,1.069,1.11,10767.0,15604.8,0,1
109.5,47.265,-117.8,128.0,4733.8,9968.9,1.07,1.11,10764.6,15611.7,0,1
110.0,47.325,-118.7,128.0,4730.3,9969.0,1.07,1.111,10762.6,15618.5,0,1
110.5,47.385,-119.6,127.9,4727.0,9969.2,1.07,1.112,10760.9,15625.3,0,1
111.0,47.445,-120.4,127.9,4723.9,9969.4,1.07,1.112,10759.4,15632.1,0,1
111.5,47.505,-121.2,127.9,4721.1,9969.6,1.07,1.113,10758.0,15638.9,0,1
112.0,47.566,-121.9,127.9,4718.5,9969.8,1.07,1.114,10756.7,15645.6,0,1
112.5,47.628,-122.5,127.9,4716.1,9970.0,1.07,1.114,10755.5,15652.4,0,1
113.0,47.689,-123.2,127.9,4714.0,9970.2,1.07,1.115,10754.3,15659.2,0,1
113.5,47.751,-123.8,127.8,4712.0,9970.3,1.07,1.116,10753.3,15665.9,0,1
114.0,47.813,-124.3,127.8,4710.2,9970.5,1.07,1.116,10752.3,15672.6,0,1
114.5,47.876,-124.8,127.8,4708.6,9970.7,1.07,1.117,10751.5,15679.4,0,1
115.0,47.938,-125.3,127.8,4707.1,9970.8,1.07,1.117,10750.7,15686.1,0,1
115.5,48.001,-125.7,127.8,4705.8,9971.0,1.07,1.118,10750.1,15692.8,0,1
116.0,48.064,-126.1,127.8,4704.6,9971.2,1.07,1.119,10749.6,15699.5,0,1
116.5,48.127,-126.5,127.8,4703.6,9971.3,1.07,1.119,10749.2,15706.1,0,1
117.0,48.191,-126.9,127.8,4702.6,9971.5,1.07,1.12,10748.9,15712.8,0,1
117.5,48.255,-127.2,127.8,4701.7,9971.6,1.071,1.121,10748.7,15719.5,0,1
118.0,48.318,-127.5,127.8,4701.0,9971.8,1.071,1.121,10748.8,15726.1,0,1
118.5,48.382,-127.8,127.8,4700.3,9971.9,1.071,1.122,10748.9,15732.7,0,1
119.0,48.446,-128.1,127.8,4699.6,9972.1,1.071,1.123,10749.2,15739.4,0,1
119.5,48.51,-128.4,127.8,4699.1,9972.2,1.071,1.123,10749.5,15746.0,0,1
120.0,48.575,-128.6,127.8,4698.5,9972.3,1.071,1.124,10750.0,15752.6,0,1
120.5,48.639,-128.8,127.8,4698.1,9972.5,1.071,1.124,10750.7,15759.2,0,1
121.0,48.704,-129.0,127.8,4697.7,9972.6,1.071,1.125,10751.4,15765.7,0,1
121.5,48.768,-129.2,127.8,4697.3,9972.7,1.071,1.126,10752.3,15772.3,0,1
122.0,48.833,-129.4,127.8,4697.0,9972.9,1.071,1.126,10753.2,15778.9,0,1
122.5,48.898,-129.6,127.8,4696.8,9973.0,1.071,1.127,10754.3,15785.4,0,1
123.0,48.963,-129.7,127.8,4696.5,9973.1,1.071,1.128,10755.4,15791.9,0,1
123.5,49.028,-129.8,127.9,4696.3,9973.2,1.072,1.128,10756.7,15798.4,0,1
124.0,49.092,-130.0,127.9,4696.2,9973.4,1.072,1.129,10758.0,15805.0,0,1
124.5,49.158,-130.1,127.9,4696.0,9973.5,1.072,1.129,10759.4,15811.5,0,1
125.0,49.223,-130.2,127.9,4695.9,9973.6,1.072,1.13,10760.9,15817.9,0,1
125.5,49.288,-130.3,127.9,4695.8,9973.7,1.072,1.131,10762.4,15824.4,0,1
126.0,49.353,-130.4,127.9,4695.7,9973.8,1.072,1.131,10764.1,15830.9,0,1
126.5,49.418,-130.4,127.9,4695.7,9973.9,1.072,1.132,10765.8,15837.3,0,1
127.0,49.483,-130.5,127.9,4695.7,9974.0,1.073,1.133,10767.6,15843.8,0,1
127.5,49.549,-130.6,127.9,4695.6,9974.2,1.073,1.133,10769.4,15850.2,0,1
128.0,49.614,-130.6,127.9,4695.6,9974.3,1.073,1.134,10771.3,15856.6,0,1
128.5,49.679,-130.7,128.0,4695.7,9974.4,1.073,1.134,10773.3,15863.0,0,1
129.0,49.745,-130.7,128.0,4695.7,9974.5,1.073,1.135,10775.3,15869.4,0,1
129.5,49.81,-130.7,128.0,4695.7,9974.6,1.073,1.136,10777.4,15875.8,0,1
130.0,49.875,-130.8,128.0,4695.8,9974.7,1.074,1.136,10779.5,15882.2,0,1
130.5,49.941,-130.8,128.0,4695.8,9974.8,1.074,1.137,10781.6,15888.6,0,1
131.0,50.006,-130.8,128.0,4695.9,9974.9,1.074,1.137,10783.8,15894.9,0,1
131.5,50.072,-130.8,128.0,4695.9,9975.0,1.074,1.138,10786.0,15901.3,0,1
132.0,50.137,-130.8,128.1,4696.0,9975.1,1.074,1.139,10788.3,15907.6,0,1
132.5,50.202,-130.8,128.1,4696.1,9975.2,1.075,1.139,10790.5,15913.9,0,1
133.0,50.268,-130.8,128.1,4696.2,9975.3,1.075,1.14,10792.8,15920.2,0,1
133.5,50.333,-130.8,128.1,4696.3,9975.4,1.075,1.14,10795.1,15926.5,0,1
134.0,50.399,-130.8,128.1,4696.3,9975.5,1.075,1.141,10797.5,15932.8,0,1
134.5,50.464,-130.7,128.1,4696.4,9975.6,1.075,1.142,10799.8,15939.1,0,1
135.0,50.529,-130.7,128.1,4696.5,9975.6,1.076,1.142,10802.2,15945.4,0,1
135.5,50.595,-130.7,128.1,4696.6,9975.7,1.076,1.143,10804.6,15951.6,0,1
136.0,50.66,-130.7,128.2,4696.7,9975.8,1.076,1.143,10806.9,15957.9,0,1
136.5,50.725,-130.6,128.2,4696.8,9975.9,1.076,1.144,10809.3,15964.1,0,1
137.0,50.791,-130.6,128.2,4696.9,9976.0,1.076,1.145,10811.7,15970.4,0,1
137.5,50.856,-130.6,128.2,4697.0,9976.1,1.077,1.145,10814.1,15976.6,0,1
138.0,50.921,-130.5,128.2,4697.1,9976.2,1.077,1.146,10816.5,15982.8,0,1
138.5,50.986,-130.5,128.2,4697.1,9976.3,1.077,1.146,10818.9,15989.0,0,1
139.0,51.052,-130.4,128.2,4697.2,9976.4,1.077,1.147,10821.3,15995.2,0,1
139.5,51.117,-130.4,128.3,4697.3,9976.4,1.077,1.147,10823.7,16001.4,0,1
140.0,51.182,-130.3,128.3,4697.4,9976.5,1.078,1.148,10826.1,16007.5,0,1
140.5,51.247,-130.3,128.3,4697.4,9976.6,1.078,1.149,10828.4,16013.7,0,1
141.0,51.312,-130.2,128.3,4697.5,9976.7,1.078,1.149,10830.8,16019.9,0,1
141.5,51.377,-130.2,128.3,4697.6,9976.8,1.078,1.15,10833.2,16026.0,0,1
142.0,51.442,-130.1,128.3,4697.6,9976.9,1.078,1.15,10835.6,16032.1,0,1
142.5,51.507,-130.0,128.3,4697.6,9977.0,1.079,1.151,10837.9,16038.2,0,1
